town_city,main_location,second_location,address,longitude,latitude,Country,Date of first event,numbers,Site of protest for more than one day?,Source of number estimate
A Coruña,Plaza de Pontevedra,,"A Coruña,Plaza de Pontevedra,Spain",-8.627410,42.428246,Spain,5/15/2011,5000,Yes,http://www.vtelevision.es/informativos/2011/10/15/0031_26_102972.htm
Ahmedabad,,,"Ahmedabad,,India",87.804130,25.282870,India,October 21st,few 10s of people,No,
"Akron, OH",Cascade Plaza,,"Akron, OH,Cascade Plaza,United States",-101.957064,48.023180,United States,10/15/2011,20,Yes,http://www.mediaite.com/online/occupy-grand-forks-occupy-scranton-occupy-wall-street-goes-nationwide/
Amersfoort,Burgemeester Brouwerplantsoen,,"Amersfoort,Burgemeester Brouwerplantsoen,The Netherlands",5.386080,52.152321,The Netherlands,22 oktober 2011,83,Yes,https://www.facebook.com/lists/307668895912990#!/groups/265413156828578/
"Anaheim, California",Chase Manhattan Bank,,"Anaheim, California,Chase Manhattan Bank,USA",-71.837894,42.750565,USA,10/10/2011,75,Yes,http://www.ocregister.com/articles/bank-321258-protestors-chase.html
Antarctica,tundra,,"Antarctica,tundra,Antarctica",0.000000,-81.500000,Antarctica,10/15/2011,7,Yes,http://www.washingtonpost.com/rf/image_606w/WashingtonPost/Content/Blogs/blogpost/201110/Images/occupyantarctica.jpg?uuid=36TvcvmSEeCvhYhGIVt8PQ
Antartica,research station,,"Antartica,research station,Antartica",-69.258095,-55.168789,Antartica,10/15/2011,10/15/2011,Yes,http://www.neatorama.com/2011/10/18/occupy-antarctica/
Appleton,College Ave.,,"Appleton,College Ave.,United States",-82.529541,33.192508,United States,10/15/2011,200,Yes,http://www.postcrescent.com/apps/pbcs.dll/article?AID=2011110160636
arcata,humboldt state university,,"arcata,humboldt state university,usa",-124.078712,40.876308,usa,1/10/2011,100,Yes,http://www.facebook.com/pages/Occupy-Arcata/220016521390780
Arcata,Plaza,university,"Arcata,Plaza,USA",-101.957064,48.023180,USA,10/15/2011,not sure,Yes,http://www.facebook.com/pages/Occupy-Arcata/220016521390780
"Arcata, California",Humboldt State U. Quad,Bank of America,"Arcata, California,Humboldt State U. Quad,USA",-124.085152,40.867432,USA,11/10/2011,100,Yes,http://www.arcataeye.com/2011/10/occupy-humboldt-matures-projects-protest-to-community-%E2%80%93-october-11-2011/
Arnhem,Jansbinnensingel,,"Arnhem,Jansbinnensingel,The Netherlands",5.903640,51.980148,The Netherlands,10/29/2011,25,Yes,http://www.facebook.com/groups/210611575674510/
"arnold, MO",town square,,"arnold, MO,town square,USA",-68.307109,47.093990,USA,10/23/2011,3500,Yes,www.godhatesfags.com
Aspen,Aspen Wagner Park,0053 Forge,"Aspen,Aspen Wagner Park,USA",-100.361334,39.110105,USA,8/10/2011,53,No,http://www.aspentimes.com/article/20111023/NEWS/111029921/1077&ParentProfile=1058
"Austin, TX",City Hall,,"Austin, TX,City Hall,USA",-113.196387,46.589056,USA,6/10/2011,2000,Yes,http://occupyaustin.org/
Bangor,Downtown,,"Bangor,Downtown,United States",-118.250259,34.043310,United States,12/10/2011,50,Yes,http://www.facebook.com/#!/OccupyBangor?sk=info
Bath,Queen Square,,"Bath,Queen Square,United Kingdom",-2.361320,51.385029,United Kingdom,10/30/2011,200,Yes,http://www.thisisbath.co.uk/Occupy-Bath-protest-begins-Queen-Square/story-13711969-detail/story.html
"Baton Rouge, Louisiana",State Capitol Park,,"Baton Rouge, Louisiana,State Capitol Park,USA",-100.361334,39.110105,USA,"October 22nd, 2011",150,Yes,http://www.facebook.com/event.php?eid=181241168622039
Belfast,Writers Square,,"Belfast,Writers Square,Northern Ireland",-6.033300,54.216700,Northern Ireland,9/15/2011,50,Yes,http://www.facebook.com/pages/Occupy-Belfast/183721545037864?ref=ts
Belo Horizonte,Praça da Assembléia,,"Belo Horizonte,Praça da Assembléia,Brazil",-36.236151,-9.364100,Brazil,10/15/2011,120,Yes,"ww.em.com.br/app/noticia/politica/2011/10/21/interna_politica,257430/grupo-acampa-proximo-a-almg-para-pedir-mais-qualidade-na-politica.shtml"
"Bend, OregS",Drake Park,,"Bend, OregS,Drake Park,USA",-100.361334,39.110105,USA,"October 15,1011",150,Yes,http://www.ktvz.com/news/29498124/detail.html
Bentonville,Town Square,,"Bentonville,Town Square,United States",-68.307109,47.093990,United States,10/19/2011,50,Yes,
Berkeley,University of California,,"Berkeley,University of California,USA",-122.257782,37.869720,USA,9/11/2011,,Yes,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2011/11/09/BA861LSR8G.DTL
"Birmingham, Alabama",Railroad Park,,"Birmingham, Alabama,Railroad Park,USA",-100.361334,39.110105,USA,10/14/2011,300,Yes,http://blog.al.com/birmingham-news-stories/2011/10/occupy_movement_hits_birmingha.html
Bismarck,7th and Broadway,,"Bismarck,7th and Broadway,United States",-73.983070,40.763191,United States,10/15/2011,60,No,http://prairieindependent.com/?p=466
bolzano bozen,prati del talvera Talferwiesen,,"bolzano bozen,prati del talvera Talferwiesen,italy",11.354456,46.495002,italy,10/15/2011,400,No,http://www.ansa.it/web/notizie/regioni/trentino/2011/10/15/visualizza_new.html_671586800.html
Bottrop,Pferdemarkt,,"Bottrop,Pferdemarkt,Germany",6.925220,51.524700,Germany,22.10.2011,,Yes,http://www.facebook.com/pages/Occupy-Bottrop/139713562794905
Bournemouth,Bournemouth Town Hall,Bournemouth Gardens,"Bournemouth,Bournemouth Town Hall,England",-4.527593,55.763388,England,10/29/2011,50,Yes,http://www.facebook.com/groups/151797548250531/
"Bowling Green, Ohio","Happy Badger Shop, Downtown","Bowling Green State University, Main Campus","Bowling Green, Ohio,Happy Badger Shop, Downtown,US",-118.250259,34.043310,US,10/19/2011,50,No,http://www.facebook.com/OccupyBG
"Bozeman, MT",Downtown,,"Bozeman, MT,Downtown,USA",-111.032837,45.679359,USA,10/14/2011,200,No,http://www.bozemandailychronicle.com/news/politics/article_3b3eccfc-f6e8-11e0-8646-001cc4c03286.html
Bradford,Centenary Square,,"Bradford,Centenary Square,United Kingdom",-6.033300,54.216700,United Kingdom,10/28/2011,8,Yes,http://www.thetelegraphandargus.co.uk/news/9333371.Protesters_occupy_part_of_Bradford_s_Centenary_Square/?ref=mc
Bratislava,Citycenter,,"Bratislava,Citycenter,Slovakia",17.107000,48.149239,Slovakia,15.10.2011,400,Yes,
Brighton,Victoria Gardens,,"Brighton,Victoria Gardens,UK",-2.338337,57.671853,UK,29th October,20 - 30,Yes,http://newsfrombrighton.co.uk/brighton-and-hove-news/occupy-brighton-group-set-up-camp-at-victoria-gardens/
Brighton UK,Old Steine,,"Brighton UK,Old Steine,UK",-6.575460,57.517037,UK,10/30/2011,?,Yes,
"Buckhannon, WV",,,"Buckhannon, WV,,US",-80.231740,38.993259,US,10/29/2011,,Yes,http://www.facebook.com/#!/pages/Occupy-Buckhannon-WV/291307554226917
"Burlington, Vermont",City Hall Park,,"Burlington, Vermont,City Hall Park,United States",-97.406020,35.241610,United States,,,Yes,http://www.facebook.com/pages/Occupy-Vermont-Burlington/241564049229609?sk=info
"Burlington, Vermont",City Hall Park,Church Street,"Burlington, Vermont,City Hall Park,USA",-97.406020,35.241610,USA,9/10/2011,500,Yes,www.wcax.com/story/15703361/occupy-movement-gaining-momentum
"Burlington, VT",City Hall Park,,"Burlington, VT,City Hall Park,United States",-97.406020,35.241610,United States,10/28/2011,700,Yes,
Byron Bay,Railway Park,Main Beach,"Byron Bay,Railway Park,Australia",153.612823,-28.646891,Australia,10/15/2011,250,No,http://www.echo.net.au/ Page 3
Cairns,City Place,,"Cairns,City Place,Australia",144.831314,-37.787804,Australia,10/15/2011,100,Yes,
Cairo,Heliopolis,,"Cairo,Heliopolis,Egypt",31.333300,30.100000,Egypt,,,No,
"Calgary, BC",Olympic Plaza downtown,Centenary Park on St. Patrick's Island,"Calgary, BC,Olympic Plaza downtown,Canada",-123.118362,49.283094,Canada,10/15/2011,400,Yes,http://www.cbc.ca/news/canada/edmonton/story/2011/10/16/calgary-occupy-folo.html
Canberra,City Hill,,"Canberra,City Hill,Australia",149.126556,-35.306541,Australia,10/15/2011,45,Yes,Organizer - date has passed
Cape Town,Company Gardens,,"Cape Town,Company Gardens,South Africa",18.403200,-33.930426,South Africa,10/16/2011,700,Yes,http://occupycapetown.org/
Castellon,Plaza Agustina,,"Castellon,Plaza Agustina,Spain",-7.320073,42.956282,Spain,10/15/2011,1300,No,http://politica.elpais.com/politica/2011/10/15/actualidad/1318683837_874343.html
"Champaign-Urbana, IL",UIC Campus,,"Champaign-Urbana, IL,UIC Campus,USA",-88.306499,41.022980,USA,10/15/2011,150,Yes,https://www.facebook.com/photo.php?fbid=225265877537163&set=pu.217917408272010&type=1&theater
"Chapel Hill, NC",Post Office (Peace and Justice Plaza),,"Chapel Hill, NC,Post Office (Peace and Justice Plaza),United States",-77.153074,38.240109,United States,10/15/2011,110,Yes,http://www.newsobserver.com/2011/10/16/1571313/occupy-chapel-hill-demonstrators.html
"Charleston, Illinois",Eastern Illinois University,,"Charleston, Illinois,Eastern Illinois University,United States",-88.169281,39.484322,United States,10/17/2011,12,Yes,"Self, independent observer"
"Charleston, South Carolina",Downtown,,"Charleston, South Carolina,Downtown,USA",-81.033035,34.003012,USA,10/15/2011,170,No,http://www.postandcourier.com/news/2011/oct/15/occupy-charleston-protesters/
Charlotte,Old City Hall,,"Charlotte,Old City Hall,USA",-113.196387,46.589056,USA,10/15/2011,30-50,Yes,http://www.charlotteobserver.com/2011/10/17/2700794/occupy-charlotte-101711.html#storylink=misearch
"Charlottesville, Virginia",Lee Park,McGuffey Park,"Charlottesville, Virginia,Lee Park,USA",-100.361334,39.110105,USA,12/10/2011,24,Yes,http://www2.dailyprogress.com/news/2011/oct/15/occupy-charlottesville-protest-draws-dozens-ar-1386928/
"Charlottetown, PEI",Province House,,"Charlottetown, PEI,Province House,Canada",-63.128170,46.236591,Canada,October 15th 2011,125,Yes,http://www.cbc.ca/news/canada/nova-scotia/story/2011/10/15/ns-occupy-halifax-fredericton.html?cmp=rss
"Charlottetown, Prince Edward Island",,,"Charlottetown, Prince Edward Island,,Canada",-63.128169,46.236590,Canada,,,Yes,http://www.cbc.ca/news/canada/new-brunswick/story/2011/10/15/ns-occupy-halifax-fredericton.html
Chattanooga,Chestnut Street,,"Chattanooga,Chestnut Street,United States",-76.379189,39.667980,United States,10/15/2011,50,Yes,http://www.timesfreepress.com/news/2011/oct/27/beefed-security-against-possible-occupy-chattanoog/
Chauffailles,Mairie,,"Chauffailles,Mairie,FRANCE",3.992634,50.313886,FRANCE,10/22/2011,15,Yes,http://www.lejsl.com/pays-charolais/2011/10/26/les-indignes-a-chauffailles
"Cheyenne, WY",Depot Plaza,,"Cheyenne, WY,Depot Plaza,USA",-101.957064,48.023180,USA,10/15/2011,70,Yes,http://www.wyomingnews.com/articles/2011/10/16/news/19local_10-16-11.txt
"Chico, CA",City Plaza,,"Chico, CA,City Plaza,United States of America",-101.957064,48.023180,United States of America,9/10/2011,40 - 100,Yes,http://www.chicoer.com/ci_19111628?source=rss_viewed
Christchurch,Hagley Park,,"Christchurch,Hagley Park,New Zealand",172.637299,-43.531311,New Zealand,15th October 2011,100,Yes,https://www.facebook.com/occupychristchurch
Cincinnati,Piatt Park,,"Cincinnati,Piatt Park,United States",-84.516380,39.104561,United States,"Oct. 8, 2011 (ongoing)",500+ (500 is number cited for only one day's demonstration),Yes,http://www.fox19.com/story/15649181/hundreds-occupy-cincinnati
"Clearlake, California",Intersection of Old Hwy 53 and Olympic,,"Clearlake, California,Intersection of Old Hwy 53 and Olympic,USA",-122.622650,38.950680,USA,10/15/2011,40,No,http://www.record-bee.com/ci_19135316
"Cleveland, Ohio",Public Square,Willard Park near the Free Stamp,"Cleveland, Ohio,Public Square,USA",-68.307109,47.093990,USA,6/10/2011,? 50 tents; hundreds at rallies,Yes,http://occupycleveland.com
"Colorado Springs, CO",Acacia Park,,"Colorado Springs, CO,Acacia Park,USA",-104.822456,38.837376,USA,Oct 4?,500,Yes,http://www.dailykos.com/story/2011/10/15/1026756/-Occupy-Colorado-Springs-joins-United-for-Global-Change-101511
"Coos Bay, Oregon, USA","Boardwalk, along Highway 101",,"Coos Bay, Oregon, USA,Boardwalk, along Highway 101,USA",,,USA,"October 15,1011",40,Yes,http://theworldlink.com/news/local/article_3ed0dff5-fefc-5acd-828e-fce6e30d37bc.html
Córdoba,La Corredera,,"Córdoba,La Corredera,Spain",-3.513396,38.375103,Spain,5/15/2011,6000,No,http://www.diariocordoba.com/noticias/cordobalocal/mas-de-6-000-indignados-reclaman-por-las-calles-de-cordoba-un-cambio-global_670719.html
Cordova Alaska,main Street,,"Cordova Alaska,main Street,USA",-76.379189,39.667980,USA,10/16/2011,25-35 (town population this time of year is about 1500),No,Witness
"Corvallis, Oregon",Bank of America branches,,"Corvallis, Oregon,Bank of America branches,USA",-123.263527,44.565041,USA,6/10/2011,60,Yes,http://kezi.com/page/226961
"Danbury, CT",,,"Danbury, CT,,US",-73.453592,41.392682,US,,,Yes,http://www.facebook.com/OCCUPY314159
Davis,Central Park,,"Davis,Central Park,U.S.A.",-121.744511,38.545345,U.S.A.,Oct 7th,50,Yes,http://davis.patch.com/articles/video-occupy-davis-holds-first-meeting-in-central-park
dayton,courthouse square,,"dayton,courthouse square,usa",-68.307109,47.093990,usa,9/10/2011,200,Yes,occupydaytonohio.org/events/
"Detroit, MI",Grand Circus Park,The Guardian Building (housing a Bank of American branch); also the Oakland County Republican Party office,"Detroit, MI,Grand Circus Park,United States",-83.050812,42.336969,United States,10/14/2011,200 (estimate for one day of ongoing protests),Yes,http://www.freep.com/article/20111016/NEWS05/110160502/Occupy-Detroit-peaceful-hundreds-march-camp-out?odyssey=nav|head
Dhaka,Dhaka University Campus,,"Dhaka,Dhaka University Campus,Bangladesh",90.407112,23.709801,Bangladesh,10/19/2011,300,No,http://rezwanul.blogspot.com/2011/10/occupydhaka-joining-global-movement.html
Dhaka,"Raju Sculpture, Dhaka University",,"Dhaka,Raju Sculpture, Dhaka University,Bangladesh",90.407112,23.709800,Bangladesh,10/22/2011,5000,Yes,http://unheardvoice.net/blog/2011/10/20/occupy-dhaka/
Dublin,Dame Street,Garden of Remembrance,"Dublin,Dame Street,Ireland",-9.095350,52.569923,Ireland,Dublin,600,No,http://enoughcampaign.org/2011/10/17/dublin-marchers-protest-against-corporate-greed/
Duendin,Octagon (Town Square),,"Duendin,Octagon (Town Square),New Zealand",170.503815,-45.873695,New Zealand,10/15/2011,100min - 350max,Yes,http://www.odt.co.nz/news/dunedin/183071/occupy-protesters-take-council-task-over-wide-front
"Duluth, Minnesota",Civic Center,Lake Superior Plaza,"Duluth, Minnesota,Civic Center,United States",-106.112319,37.752875,United States,9/10/2011,100,Yes,http://www.twincities.com/ci_19104137
Edmonton,"Churchill Square, in front of City Hall",Jasper Avenue and 102 Avenue,"Edmonton,Churchill Square, in front of City Hall,Canada",-113.490372,53.546219,Canada,15th October 2011,more than 1000,Yes,http://eedition.edmonton.24hrs.ca/epaper/viewer.aspx
El Paso,San Jacinto Plaza,,"El Paso,San Jacinto Plaza,USA",-101.957064,48.023180,USA,10/17/2011,50,Yes,http://www.facebook.com/OccupyElPaso
Eton,Eton College playing fields,,"Eton,Eton College playing fields,UK",-1.962450,52.898573,UK,November 12th 2012,100,Yes,www.ianbone.wordpress.com
"Eugene, OR","Park Blocks, Downtown",Lane County Courthouse,"Eugene, OR,Park Blocks, Downtown,USA",-123.091183,44.050760,USA,10/15/2011,2000,Yes,http://occupyeugenemedia.org/contact/
Eureka,Humboldt county courthouse,F. Street waterfront boardwalk,"Eureka,Humboldt county courthouse,United States",-77.238159,38.914185,United States,?,30,Yes,http://www.northcoastjournal.com/news/201http://www.times-standard.com/localnews/ci_19079851
"Evansville, Indiana",Downtown,,"Evansville, Indiana,Downtown,USA",-87.569397,37.968719,USA,10/15/2011,100,Yes,http://www.courierpress.com/news/2011/oct/15/no-headline---_evoccupy/?partner=popular
"Everett, Washington",Snohomish County Courthouse at Rockerfeller and Wall,,"Everett, Washington,Snohomish County Courthouse at Rockerfeller and Wall,United States",-122.206421,47.976570,United States,10/25/2011,50,Yes,http://www.heraldnet.com/article/20111027/NEWS01/710279817/-1/HeraldNetMSNBC
"Falmouth, Massachusetts",Falmouth Village Green,,"Falmouth, Massachusetts,Falmouth Village Green,USA",-96.998369,39.431455,USA,8/10/2011,37,Yes,http://www.iocapecod.com/lifestyle/occupy_wall_street_comes_to_main_street
"Fargo-Moorhead, ND",Downtown,,"Fargo-Moorhead, ND,Downtown,United states",-96.787262,46.877260,United states,10/15/2011,150,Yes,http://www.inforum.com/event/article/id/337353/
"Fontana, California",City Hall,,"Fontana, California,City Hall,USA",-113.196387,46.589056,USA,12/10/2011,35,No,http://www.fontanaheraldnews.com/articles/2011/10/18/news/doc4e9dab8f09e4c671951848.txt
Fort Collins,College Ave and Maple Street,,"Fort Collins,College Ave and Maple Street,USA",-76.380821,39.666580,USA,October 4th,,Yes,
Fort Collins,281 N College Ave,,"Fort Collins,281 N College Ave,USA",-82.529541,33.192508,USA,10/10/2011,50,Yes,http://www.facebook.com/pages/OccupyFortCollins/278375945514642
"Fort Lauderdale, Florida USA",Bubier Park,Wilton Manors,"Fort Lauderdale, Florida USA,Bubier Park,Broward",-80.142849,26.118794,Broward,8/10/2011,650,Yes,occupyfortlauderdale.org
"Fort Wayne, Indiana, USA",Headwaters Park,Courthouse,"Fort Wayne, Indiana, USA,Headwaters Park,USA",-85.140030,41.085331,USA,10/15/2011,300,Yes,http://www.wane.com/dpp/news/group-set-to-protest-in-downtown-ft.-wayne-mre
frankfurt,ezb zentrale,römer,"frankfurt,ezb zentrale,germany",8.683420,50.112041,germany,15.10.2011,5000,Yes,http://www.occupyfrankfurt.de/
Fredericton,City Hall,Justice Building,"Fredericton,City Hall,Canada",-66.639122,45.960640,Canada,10/15/2011,400,Yes,http://www.facebook.com/OccupyFredericton?ref=ts#!/OccupyFredericton?sk=info
Fresno,Downtown,,"Fresno,Downtown,USA",-119.787888,36.735931,USA,8/10/2011,150,Yes,http://www.fresnobee.com/2011/10/06/2567346/occupy-wall-street-protest-underway.html
"Gainesville, FL",Bo Diddley Community Plaza,,"Gainesville, FL,Bo Diddley Community Plaza,USA",-101.957064,48.023180,USA,12/10/2011,,Yes,
Geneva,Place des Nations,Parc du Bastions,"Geneva,Place des Nations,Switzerland",6.139790,46.222851,Switzerland,10/15/2011,300,Yes,http://www.tdg.ch/geneve/actu/indignes-plante-tentes-parc-bastions-2011-10-18
Ghent,Zuidpark,,"Ghent,Zuidpark,Belgium",3.728560,51.055630,Belgium,10/29/2011,,Yes,https://niepleuen.wordpress.com/
Girona,Plaça de Santa Eugènia,Plaça de Pompeu Fabra (delegació del Govern),"Girona,Plaça de Santa Eugènia,Spain",2.282650,41.900285,Spain,unsure but probably May15 2011,3500,No,http://www.elpuntavui.cat/noticia/article/2-societat/5-societat/464465-llico-de-civisme-a-girona-dels-indignats.html
Granada,Plaza la Caleta,,"Granada,Plaza la Caleta,Spain",0.076115,38.653057,Spain,10/15/2011,10,No,http://www.ideal.es/granada/20111016/local/granada/octubre-edicion-impresa-ideal-201110160521.html
"Grand Rapids, Mchigan, USA",Monument Park,Veteran's Park,"Grand Rapids, Mchigan, USA,Monument Park,United States of America",-100.361334,39.110105,United States of America,8/10/2011,350,Yes,http://therapidian.org/occupy-grand-rapids-march-through-downtown-meet-calder-plaza
"Grand Rapids, Michigan",Downtown,,"Grand Rapids, Michigan,Downtown,USA",-83.049114,42.334105,USA,8/10/2011,400,Yes,https://www.facebook.com/OccupyGrandRapids?sk=friendactivity
"Grass Valley, CA",Pioneer Park,,"Grass Valley, CA,Pioneer Park,USA",-121.010975,39.259655,USA,10/16/2011,,Yes,http://www.occupywallstreetnc.org/category/meeting-notes
Graz,Mariahilferplatz,,"Graz,Mariahilferplatz,Austria",15.443180,47.068562,Austria,10/15/2011,several hundred,No,http://www.kleinezeitung.at/steiermark/graz/graz/2855102/hunderte-graz-bei-hessel-rede.story
"Greenfield, Massachusetts",Town Common,,"Greenfield, Massachusetts,Town Common,USA",-71.718185,42.062449,USA,12/10/2011,50,Yes,
"Greensboro, NC",Downtown,,"Greensboro, NC,Downtown,USA",-79.797173,36.068432,USA,10/15/2011,600,Yes,http://www.news-record.com/content/2011/10/15/article/crowd_of_about_600_hits_downtown_for_occupy_greensboro
"Greensboro, North Carolina",Festival Park,through downtown,"Greensboro, North Carolina,Festival Park,USA",-79.986641,36.011349,USA,10/15/2011,600,Yes,http://www.news-record.com/content/2011/10/15/article/600_march_downtown
Groningen,Grote Markt,,"Groningen,Grote Markt,The Netherlands",6.573560,53.217129,The Netherlands,10/15/2011,40,Yes,http://www.oogtv.nl/2011/10/protesten-tegen-financiele-wereld/
Guadalajara,El Parque Revolución (known also as El Parque Rojo),"Casa Jalisco (residence of the governor of the state of Jalisco); also, a small encampment took place at La Minerva the night of Oct. 14-15; finally, an assembly took place at the Plaza de Armas on Oct. 16, and will continue Oct. 22 and beyond","Guadalajara,El Parque Revolución (known also as El Parque Rojo),México",-94.923633,17.940284,México,10/15/2011,500 (cited by media story linked below),Yes,http://www.lajornadajalisco.com.mx/2011/10/16/index.php?section=politica&article=008n1pol
"Guelph, Ontario",St. George's Square (downtown),,"Guelph, Ontario,St. George's Square (downtown),Canada",-80.247871,43.544559,Canada,10/15/2011,35-40,Yes,http://www.guelphmercury.com/news/local/article/609900--occupy-guelph-protesters-occupy-st-george-s-square
Hannover,Ernst August Platz,,"Hannover,Ernst August Platz,Germany",9.909708,50.275621,Germany,10/15/2011,600,Yes,http://www.haz.de/Hannover/Aus-der-Stadt/Uebersicht/600-Kapitalismuskritiker-demonstrieren-in-Hannover
"Harrisburg, Pennsylvania",Capitol steps,,"Harrisburg, Pennsylvania,Capitol steps,USA",-83.828720,38.087344,USA,10/15/2011,200,Yes,http://www.pennlive.com/midstate/index.ssf/2011/10/post_272.html?utm_source=dlvr.it&utm_medium=twitter
"Helena, Montana",Capitol building,Federal Reserve,"Helena, Montana,Capitol building,USA",-110.044544,46.679489,USA,October 15th,200,Yes,http://occupymissoula.wordpress.com/2011/10/29/greetings-from-occupymontana/
Helsingborg,Rödhustorget,,"Helsingborg,Rödhustorget,Sweden",12.695870,56.043919,Sweden,10/15/2011,150,No,http://hd.se/helsingborg/2011/10/15/startskott-for-en-battre-framtid/
"Hilo, Hawaii",Post Office (Fridays),Merrill Lynch offices (Mondays),"Hilo, Hawaii,Post Office (Fridays),USA",-77.153074,38.240109,USA,6/10/2011,50,Yes,http://www.bigislandvideonews.com/2011/10/17/hilo-occupy-hilo-joins-nation-in-show-of-support/
Homer AK,WKFL Park,,"Homer AK,WKFL Park,USA",-100.361334,39.110105,USA,10/15/2011,67,No,http://www.facebook.com/groups/occupyhomer/
Honolulu,Waikiki,Ala Moana,"Honolulu,Waikiki,United States",-157.826035,21.279280,United States,8/10/2011,over 200 (at least),Yes,http://www.hawaiinewsnow.com/story/15703320/occupy-honolulu-protest-invades-waikiki-streets
Huancayo,Plaza Constitucion,,"Huancayo,Plaza Constitucion,Peru",-75.216873,-12.052070,Peru,October 15th 2011,30-60,No,http://peruanista.wordpress.com/2011/10/15/15-de-octubre-cambio-global-protestas-82-paises-mundo/
Humboldt,Humboldt State University,"Arcata, Ca","Humboldt,Humboldt State University,USA",-124.078712,40.876308,USA,1/10/2011,100's,Yes,http://www.facebook.com/OccupyHumboldt?sk=wall&filter=1
Huntington West Virginia,Chase Bank,,"Huntington West Virginia,Chase Bank,USA",-71.837894,42.750565,USA,7/10/2011,100,Yes,http://www.herald-dispatch.com/news/briefs/x1556232141/Occupy-Wall-Street-movement-takes-root-in-Huntington?r=mc&show=all
Huntsville,Big Spring Park,,"Huntsville,Big Spring Park,United States",-86.587761,34.729000,United States,7/10/2011,200,No,"http://www.whnt.com/news/whnt-occupy-huntsville-organizes-in-big-spring-park-20111006,0,569092.story"
Hyannis MA,Hyannis Village Green,,"Hyannis MA,Hyannis Village Green,USA",,,USA,1014/11,100,Yes,http://www.capecodtoday.com/blogs/index.php/2011/10/14/crowd-turns-out-for-first-occupy-cape-co?blog=44
Indianapolis,Memorial Plaza,,"Indianapolis,Memorial Plaza,United States",-101.957064,48.023180,United States,"Oct. 8, 2011 (ongoing)","1,000+ (nearly 1,000 reported for just one day of ongoing demonstration)",Yes,http://www.indystar.com/article/20111009/LOCAL/110090356/Occupy-Indy-protest-draws-1-000-people-Downtown?odyssey=nav|head
Invercargill,Gala Street reserve,,"Invercargill,Gala Street reserve,New Zealand",-5.051697,-40.914281,New Zealand,10/21/2011,10+,Yes,http://www.stuff.co.nz/southland-times/news/5821728/Occupy-protesters-set-up-camp
Iowa City,College Green Park,,"Iowa City,College Green Park,United States",-91.526516,41.659489,United States,10/10/2011,200,Yes,http://www.press-citizen.com/article/20111010/NEWS01/310100010/Occupy-Iowa-City-continues-remains-peaceful
Irvine,Civic Center,,"Irvine,Civic Center,USA",-106.112319,37.752875,USA,"Oct.15,2011","500-1,000",Yes,http://blogs.ocweekly.com/navelgazing/2011/10/occupy_orange_county_holds_lar.php
Istanbul,,,"Istanbul,,Turkey",28.986183,41.040855,Turkey,10/30/2011,1500,Yes,http://www.facebook.com/event.php?eid=234114123311672&view=wall&notif_t=event_wall
"jacksonville, fl",downtown,,"jacksonville, fl,downtown,USA",-81.658043,30.321680,USA,oct 8th,500,Yes,http://www.facebook.com/OccupyJax
"Juneau, Alaska",Marine Park,,"Juneau, Alaska,Marine Park,USA",-134.405350,58.298525,USA,10/15/2011,50,Yes,https://www.facebook.com/Occupyjuneau
"Kahului, Maui",Keopuolani Park,,"Kahului, Maui,Keopuolani Park,United States",-156.482407,20.894060,United States,10/26/2011,50,Yes,
"Kailua-Kona, Hawaii",South of Henry St. on Highway 11,,"Kailua-Kona, Hawaii,South of Henry St. on Highway 11,USA",,,USA,10/26/2011,60,Yes,
"Kalamazoo, MI",Bronson Park,,"Kalamazoo, MI,Bronson Park,United States",-85.585976,42.290194,United States,12/10/2011,"300 (estimate for Oct. 12, one day of ongoing protests)",Yes,http://www.detnews.com/article/20111013/METRO/110130400/%E2%80%98Occupy%E2%80%99-movement-takes-hold-across-Michigan
kalispell,kalispell,Montana,"kalispell,kalispell,United States",-114.344847,48.197901,United States,10/17/2011,50,No,http://www.kaj18.com/news/occupy-movement-now-active-in-all-mt-cities/#!prettyPhoto[gallery]/0/
Kalmar,Larmtorget,,"Kalmar,Larmtorget,Sweden",16.363741,56.666100,Sweden,10/15/2011,50,No,http://www.facebook.com/pages/Occupy-Kalmar/289300267764445
Kansas City,"1 Memorial Dr, The Federal Reserve Building",,"Kansas City,1 Memorial Dr, The Federal Reserve Building,United States",-94.583061,39.102951,United States,,,Yes,
Karlsruhe,Werderplatz,,"Karlsruhe,Werderplatz,Germany",8.409200,49.010368,Germany,15.10.2011,220,No,"http://www.ka-news.de/region/karlsruhe/Occupy-Wall-Street-Auch-Karlsruhe-beteiligt-sich-am-weltweiten-Aktionstag;art6066,728825"
Keene NH,Railroad Sqaure,Central Square,"Keene NH,Railroad Sqaure,USA",-71.632927,44.001175,USA,OCT 15th,40 protestors - 3-4 occupiers,Yes,http://sentinelsource.com/news/local/growing-fast/article_b3fc3c07-512a-591a-bc18-fb5165c7342c.html
"Kingston, Ontario",Confederation Park (In front of City Hall),,"Kingston, Ontario,Confederation Park (In front of City Hall),Canada",-99.969409,50.623685,Canada,10/15/2011,Several hundred,Yes,http://twitter.com/#!/search/occupykingston
"Kingston, Ontario",Confederation Park,,"Kingston, Ontario,Confederation Park,Canada",-99.969409,50.623685,Canada,10/15/2011,15,Yes,occupykingston.ca
